C.D.S.  -  SIMBAD4 rel 1.7  -  2020.09.28CEST13:59:15

Vmag <= 6
---------

Number of objects : 5225

 #  |            identifier             |typ|        coord2 (FK5,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
3019|* 108 Vir                          |*  |14 45 30.2060174766 +00 43 02.178514704|     ~| 5.656| 5.665|     ~|     ~|B9.5V                | 143 |   0
3020|* 109 Vir                          |PM*|14 46 14.9253599 +01 53 34.384496      | 3.69 | 3.72 | 3.73 | 3.66 | 3.68 |A0IIInn              | 318 |   0
3021|* mu. Vir                          |PM*|14 43 03.6228218 -05 39 29.532712      | 4.25 | 4.26 | 3.88 | 3.48 | 3.26 |F2V                  | 210 |   0
3022|HD 129944                          |PM*|14 46 06.7706664878 -23 09 10.908648102|     ~| 6.781| 5.803|     ~|     ~|K0III                |  20 |   0
3023|* 4 Lib                            |*  |14 43 13.5512983361 -24 59 51.905204367|     ~| 5.72 | 5.73 |     ~| 5.82 |B9.5V                |  35 |   0
3024|* 55 Hya                           |*  |14 47 22.5559158895 -25 37 27.362345805|     ~| 5.562| 5.609|     ~|     ~|B9IV/V               |  69 |   0
3025|* 56 Hya                           |*  |14 47 44.8071778845 -26 05 15.026014657|     ~| 6.165| 5.229|     ~|     ~|G8/K0III             |  39 |   0
3026|* c01 Cen                          |PM*|14 43 39.4396190 -35 10 25.158650      |     ~| 5.40 | 4.05 |     ~|     ~|K3IIIb               |  61 |   0
3027|HD 128974                          |*  |14 41 01.3902704228 -36 08 05.489246432|     ~| 5.568| 5.658|     ~|     ~|B9.5III              |  38 |   0
3028|* c02 Cen                          |*  |14 44 59.2017716710 -35 11 30.575001422|     ~| 4.927| 4.924|     ~|     ~|A0IVnn               |  56 |   0
3029|HD 130917                          |*  |14 49 58.3986638141 +28 36 56.994690552|     ~| 5.85 | 5.80 |     ~| 5.74 |A4V                  |  42 |   0
3030|HD 130948                          |BY*|14 50 15.8107686483 +23 54 42.633203114|     ~| 6.456| 5.867|     ~|     ~|F9IV-V               | 252 |   0
3031|* ksi Boo A                        |PM*|14 51 23.3876853015 +19 06 01.641924918|     ~| 5.40 | 4.675|     ~|     ~|G7Ve                 | 499 |   0
3032|* ksi Boo                          |BY*|14 51 23.37993 +19 06 01.6994          | 5.618| 5.370| 4.593| 3.91 | 3.48 |G7Ve+K5Ve            | 434 |   0
3033|HD 132146                          |*  |14 57 11.6779080510 +16 23 17.259393105|     ~| 6.672| 5.715|     ~|     ~|G5III:               |  25 |   0
3034|HD 131951                          |*  |14 56 13.2304299908 +14 26 46.544082633|     ~| 5.862| 5.892|     ~|     ~|A0V                  |  58 |   0
3035|HD 132525                          |*  |14 59 23.1159370702 +04 34 03.941495094| 9.43 | 7.53 | 5.93 |     ~|     ~|M2.5III              |  30 |   0
3036|* 1 Ser                            |PM*|14 57 33.2518046684 -00 10 03.404289726|     ~| 6.644| 5.512|     ~|     ~|K1III                |  78 |   0
3037|* 11 Lib                           |PM*|14 51 01.0727295 -02 17 56.948789      | 6.64 | 5.92 | 4.94 |     ~|     ~|K0III/IV             | 119 |   0
3038|* 16 Lib                           |PM*|14 57 10.9983807532 -04 20 47.252925214| 4.86 | 4.81 | 4.49 | 4.17 | 4.00 |F2V                  | 112 |   0
3039|* ksi02 Lib                        |*  |14 56 46.1142577680 -11 24 34.913774008|     ~| 6.946| 5.450|     ~|     ~|K4III                |  65 |   0
3040|* 18 Lib                           |PM*|14 58 53.5812868287 -11 08 38.458110735|     ~| 7.146| 5.857|     ~|     ~|K3-IIICN2            | 112 |   0
3041|* ksi01 Lib                        |PM*|14 54 22.8740483872 -11 53 54.052590261|     ~| 6.768| 5.788|     ~|     ~|K0III                |  41 |   0
3042|* mu. Lib                          |** |14 49 19.05130 -14 08 56.4766          | 5.33 | 5.38 | 5.31 |     ~|     ~|ApSrEuCr             | 106 |   0
3043|* alf01 Lib                        |SB*|14 50 41.1746746757 -15 59 50.028744741| 5.53 | 5.57 | 5.16 | 4.78 | 4.59 |F3V                  | 186 |   0
3044|* alf02 Lib                        |SB*|14 50 52.71309 -16 02 30.3955          | 2.99 | 2.90 | 2.75 | 2.61 | 2.57 |kA2hA5mA4IV-V        | 205 |   0
3045|HD 131977                          |BY*|14 57 28.0008928545 -21 24 55.726897561| 7.89 | 6.83 | 5.72 | 4.74 | 4.19 |K4V                  | 449 |   0
3046|HD 130529                          |*  |14 49 18.7447401775 -24 15 05.285785974|     ~| 6.972| 5.692|     ~|     ~|K3III+G              |   9 |   0
3047|* 12 Lib                           |*  |14 54 20.1287330028 -24 38 31.949570043|     ~| 6.612| 5.266|     ~|     ~|K2/3III              |  35 |   0
3048|* E Hya                            |PM*|14 50 17.3014618197 -27 57 37.338519560| 7.28 | 5.81 | 4.41 | 3.33 | 2.57 |K2.5IIIbFe-1:        |  74 |   0
3049|HD 131432                          |*  |14 54 37.9144491364 -33 18 02.052178993|     ~| 7.275| 5.834|     ~|     ~|K2III                |   9 |   0
3050|HD 131625                          |*  |14 55 44.7092634511 -33 51 20.809389683|     ~| 5.353| 5.312|     ~|     ~|A0V                  |  48 |   0
3051|* phi01 Lup                        |PM*|15 21 48.3696659 -36 15 40.952469      |     ~| 5.076| 3.546|     ~|     ~|K4III                |  85 |   0
3052|* phi02 Lup                        |*  |15 23 09.3500506 -36 51 30.552048      | 3.77 | 4.39 | 4.54 | 4.60 | 4.74 |B4V                  | 121 |   0
3053|HD 137432                          |SB*|15 27 18.1301989938 -36 46 03.212494148| 4.69 | 5.30 | 5.45 | 5.54 | 5.71 |B5V                  |  81 |   0
3054|* h Lup                            |PM*|15 42 38.3167556762 -37 25 29.775863233|     ~| 6.218| 5.240|     ~|     ~|G8/K0III             |  24 |   0
3055|* eta Lup                          |*  |16 00 07.3278558 -38 23 48.151245      | 2.36 | 3.19 | 3.41 |     ~|     ~|B2.5IV               | 146 |   0
3056|HD 143699                          |*  |16 03 24.1894502 -38 36 09.152751      | 4.18 | 4.75 | 4.89 | 4.96 | 5.10 |B5/7III/IV           | 127 |   0
3057|HD 145191                          |PM*|16 11 17.7040182174 -41 07 11.288187099|     ~| 6.123| 5.857|     ~|     ~|F2III(+A)            |  43 |   0
3058|NGC 6124                           |OpC|16 25 20.0 -40 39 12                   |     ~| 6.70 | 5.8  |     ~|     ~|~                    |  55 |   0
3059|HD 148688                          |s*b|16 31 41.7695375461 -41 49 01.729591907| 5.16 | 5.78 | 5.39 | 5.05 | 4.70 |B1Iaeqp              | 153 |   0
3060|HD 149404                          |s*b|16 36 22.5628576926 -42 51 31.909559692| 5.23 | 5.88 | 5.52 | 6.90 |     ~|O8.5Iab(f)p          | 225 |   1
3061|HD 150742                          |*  |16 44 42.5932088698 -40 50 22.829911792|     ~| 5.528| 5.628|     ~|     ~|B3V                  |  63 |   1
3062|[SC96] Mis 125                     |*  |16 43 48.0 -41 07 00                   |     ~|     ~| 5.41 |     ~|     ~|~                    |   1 |   0
3063|HD 151804                          |s*b|16 51 33.7215112148 -41 13 49.928887100| 4.45 | 5.29 | 5.22 |     ~|     ~|O8Iaf                | 354 |   0
3064|HD 152234                          |s*b|16 54 01.8374467 -41 48 23.007764      | 4.92 | 5.64 | 5.45 |     ~|     ~|B0.5Ia               | 181 |   0
3065|HD 152293                          |*  |16 54 26.9415538847 -42 28 43.984964904|     ~| 6.458| 5.839|     ~|     ~|F3II                 |  27 |   0
3066|* zet02 Sco                        |PM*|16 54 35.0043467 -42 21 40.740679      |     ~| 4.99 | 3.62 |     ~|     ~|K3III                |  67 |   0
3067|* zet01 Sco                        |s*b|16 53 59.7270104119 -42 21 43.313745214| 4.80 | 5.31 | 4.79 | 4.32 | 3.86 |B1Ia-0ek             | 348 |   0
3068|HD 152408                          |s*b|16 54 58.50567 -41 09 03.0964          | 5.17 | 5.92 | 5.77 | 7.00 |     ~|O8Iape               | 348 |   0
3069|[SC96] Mis 177                     |*  |16 53 36.0 -42 05 00                   |     ~|     ~| 5.94 |     ~|     ~|~                    |   1 |   0
3070|NGC 6231                           |OpC|16 54 08.51 -41 49 36.0                |     ~| 2.83 | 2.6  |     ~|     ~|~                    | 487 |   0
3071|* eta Sco                          |PM*|17 12 09.1956531 -43 14 21.090526      | 3.83 | 3.74 | 3.33 | 2.97 | 2.77 |F5IV                 | 139 |   0
3072|NGC 6322                           |OpC|17 18 25.0 -42 56 00                   |     ~| 6.32 | 6.0  |     ~|     ~|~                    |  51 |   0
3073|HD 156293                          |*  |17 18 47.8286181919 -44 07 47.089649809|     ~| 5.702| 5.736|     ~|     ~|B9V                  |  49 |   0
3074|HD 157243                          |*  |17 24 13.0872972 -44 09 45.273534      | 4.66 | 5.039| 5.108|     ~|     ~|B5/6III              |  58 |   0
3075|[SC96] Mis 382                     |*  |17 18 48.0 -42 55 00                   |     ~|     ~| 5.38 |     ~|     ~|~                    |   1 |   0
3076|* tet Sco                          |*  |17 37 19.12985 -42 59 52.1808          |     ~| 2.29 | 1.85 |     ~|     ~|F1III                | 118 |   0
3077|HD 160928                          |*  |17 44 42.0078963976 -42 43 45.538012256|     ~| 6.027| 5.871|     ~|     ~|A3IVn                |  36 |   1
3078|HD 163145                          |*  |17 56 47.4122067804 -44 20 31.950425321|     ~| 6.041| 4.849|     ~|     ~|K2III                |  21 |   0
3079|CD-43 12272                        |** |18 06 49.89312 -43 25 30.7964          |     ~| 5.17 | 4.95 |     ~|     ~|A6V+A7V              |  40 |   0
3080|CD-43 12272A                       |PM*|18 06 49.8928156699 -43 25 30.802222535|     ~| 5.84 | 5.62 |     ~|     ~|A6V                  |  60 |   0
3081|CD-43 12272B                       |PM*|18 06 49.9145186625 -43 25 29.100604912|     ~| 5.94 | 5.68 |     ~|     ~|A7V                  |  31 |   0
3082|HD 167096                          |PM*|18 15 53.4569208569 -44 12 23.190966900|     ~| 6.409| 5.451|     ~|     ~|G8/K0III             |  10 |   0
3083|HD 168905                          |V* |18 24 18.2414849011 -44 06 36.900838540|     ~| 5.063| 5.227|     ~|     ~|B3V                  |  58 |   0
3084|* tet CrA                          |*  |18 33 30.1846988547 -42 18 45.049280630|     ~| 5.618| 4.614|     ~|     ~|G8III                |  34 |   0
3085|HD 170521                          |*  |18 31 56.2233581666 -43 30 26.572445678|     ~| 7.013| 5.686|     ~|     ~|K2III                |   7 |   0
3086|V* V718 CrA                        |LP?|18 39 35.1586433273 -43 11 09.172909324|     ~| 7.029| 5.425|     ~|     ~|M2III                |  24 |   0
3087|* eta01 CrA                        |*  |18 48 50.4921632133 -43 40 48.197725558|     ~| 5.569| 5.456|     ~|     ~|A3V                  |  29 |   0
3088|* eta02 CrA                        |*  |18 49 34.9951230368 -43 26 02.745782529|     ~| 5.513| 5.587|     ~|     ~|B9IV                 |  22 |   0
3089|HD 175219                          |*  |18 56 16.9504360463 -42 42 38.420933900|     ~| 6.341| 5.346|     ~|     ~|K0III                |  21 |   0
3090|* zet CrA                          |PM*|19 03 06.8769803 -42 05 42.385816      |     ~| 4.701| 4.725|     ~| 4.76 |B9.5Vann             |  64 |   0
3091|HD 178322                          |SB*|19 09 57.6513632224 -41 53 32.091304766|     ~| 5.765| 5.855|     ~|     ~|B5V+B6V              |  48 |   0
3092|* alf Sgr                          |PM*|19 23 53.1748283 -40 36 57.370456      | 3.54 | 3.841| 3.943|     ~|     ~|B8V                  |  89 |   0
3093|V* V4089 Sgr                       |Al*|19 34 08.4861224718 -40 02 04.706759495|     ~| 6.00 | 5.91 |     ~|     ~|A2V                  |  54 |   0
3094|V* V3961 Sgr                       |a2*|19 51 50.6105485243 -39 52 27.724256879| 5.05 | 5.27 | 5.33 |     ~|     ~|ApCr(Si)             | 169 |   0
3095|HD 189831                          |PM*|20 03 33.4657417275 -37 56 26.478353712|     ~| 6.176| 4.764|     ~|     ~|K4III                |  38 |   0
3096|* alf Mic                          |*  |20 49 58.0767496899 -33 46 46.997429373|     ~| 5.879| 4.890|     ~|     ~|G8III                |  33 |   0
3097|HD 132955                          |*  |15 02 59.2752145072 -32 38 35.855774022| 4.69 | 5.319| 5.437|     ~|     ~|B3V                  |  84 |   0
3098|V* HZ Lup                          |a2*|15 06 33.1977060064 -30 55 06.536906644|     ~| 5.893| 5.977|     ~|     ~|ApSi                 |  96 |   0
3099|* psi01 Lup                        |*  |15 39 45.9793110547 -34 24 42.907312468|     ~| 5.641| 4.661|     ~|     ~|G8/K0III             |  32 |   0
3100|* psi02 Lup                        |SB*|15 42 41.0220569 -34 42 37.461720      | 4.08 | 4.576| 4.721|     ~|     ~|B5V                  | 103 |   0
3101|HD 140784                          |V* |15 46 44.2172851142 -34 40 56.826530022|     ~| 5.481| 5.600|     ~|     ~|B8V                  |  49 |   1
3102|HD 142691                          |** |15 57 21.3245873 -36 11 07.220404      |     ~| 6.82 | 5.83 |     ~|     ~|K0/1III              |  22 |   0
3103|* tet Lup                          |*  |16 06 35.5467521011 -36 48 08.156046899| 3.36 | 4.027| 4.201|     ~|     ~|B2.5Vn               | 106 |   0
3104|HD 144415                          |PM*|16 07 16.2032228315 -36 45 20.477733547|     ~| 6.011| 5.700|     ~|     ~|F0/2V                |  29 |   0
3105|HD 143928                          |PM*|16 04 36.8154241724 -37 51 46.611888915|     ~| 6.282| 5.901|     ~|     ~|F5VFe-0.8            |  37 |   0
3106|HD 148247                          |RG*|16 28 14.4697268485 -37 10 47.577964115|     ~| 6.910| 5.790|     ~|     ~|K1+IIICN0.5          |  15 |   0
3107|HR 6100                            |** |16 24 31.7563184598 -37 33 57.765137156| 4.92 | 5.308| 5.414|     ~|     ~|B8V                  |  44 |   1
3108|HD 147513                          |PM*|16 24 01.2905970257 -39 11 34.734611237| 6.17 | 6.02 | 5.376|     ~|     ~|G5V                  | 310 |   1
3109|HD 151078                          |RG*|16 46 47.9572565659 -39 22 37.058117039|     ~| 6.457| 5.481|     ~|     ~|K0III                |  19 |   0
3110|C 1652-407                         |OpC|16 55 30.00 -40 50 00.0                |     ~|     ~| 3.4  |     ~|     ~|~                    |  11 |   0
3111|[SC96] Mis 190                     |UV |16 54 54.0 -40 44 00                   |     ~|     ~| 3.40 |     ~|     ~|~                    |   1 |   0
3112|[SC96] Mis 213                     |*  |16 57 06.0 -40 56 00                   |     ~|     ~| 5.98 |     ~|     ~|~                    |   1 |   0
3113|HD 155259                          |PM*|17 12 16.2045284345 -39 30 25.014258312|     ~| 5.702| 5.655|     ~|     ~|A0/1V                |  34 |   0
3114|HD 158799                          |*  |17 33 07.3896813215 -41 10 23.037157695| 5.72 | 5.870| 5.838|     ~|     ~|B9III                |  25 |   0
3115|* iot01 Sco                        |s*y|17 47 35.0811299 -40 07 37.189349      |     ~| 3.492| 2.992|     ~|     ~|F2Ia                 | 104 |   0
3116|* iot02 Sco                        |*  |17 50 11.1118094621 -40 05 25.555484675| 5.26 | 5.039| 4.803| 6.56 |     ~|A2Ib                 |  52 |   0
3117|HD 162189                          |PM*|17 51 32.5318030352 -40 46 20.867599742|     ~| 7.476| 5.958|     ~|     ~|M2III                |  17 |   0
3118|HD 163376                          |V* |17 57 47.8033772 -41 42 58.661213      |     ~| 6.503| 4.863|     ~|     ~|M0III                |  43 |   0
3119|HD 166114                          |*  |18 11 05.5619324557 -41 21 32.812449360|     ~| 6.133| 5.845|     ~|     ~|F2V                  |  33 |   0
3120|V* V692 CrA                        |Ro*|18 13 12.6990208237 -41 20 09.999646909|     ~| 5.298| 5.462|     ~|     ~|B2III                |  55 |   0
3121|HD 170642                          |*  |18 32 21.3314017 -39 42 14.402498      |     ~| 5.233| 5.155|     ~|     ~|A3V                  |  33 |   0
3122|HD 172991                          |*  |18 44 57.1516376359 -39 41 10.276856189|     ~| 6.278| 5.439|     ~|     ~|B9/A1V               |  26 |   0
3123|* mu. CrA                          |*  |18 47 44.6175866456 -40 24 22.195471470|     ~| 5.984| 5.217|     ~|     ~|G5/6III              |  26 |   0
3124|* bet CrA                          |*  |19 10 01.7558032 -39 20 26.864359      |     ~| 5.281| 4.095|     ~|     ~|K0II/IIICNIb         |  50 |   0
3125|* del CrA                          |PM*|19 08 20.9697990592 -40 29 48.115510719|     ~| 5.664| 4.571|     ~|     ~|K1III                |  24 |   0
3126|HD 189195                          |*  |20 00 15.9329086049 -37 42 06.201377039|     ~| 6.933| 5.948|     ~|     ~|G8/K0III             |  13 |   0
3127|HD 191408                          |PM*|20 11 11.9384853308 -36 06 04.353559455|     ~| 5.44 | 5.32 |     ~|     ~|K2.5V                | 245 |   1
3128|HD 196737                          |RG*|20 40 19.8276067541 -33 25 54.650199071|     ~| 6.599| 5.466|     ~|     ~|K1III                |  32 |   0
3129|* 60 Hya                           |PM*|15 02 06.4316983689 -28 03 38.291281422|     ~| 5.995| 5.824|     ~|     ~|A4IV                 |  45 |   0
3130|* f Lup                            |V* |15 17 49.8380872 -30 08 55.216510      | 6.50 | 5.43 | 4.33 | 3.52 | 2.96 |K0IIIaCH-1           |  39 |   0
3131|* i Lup                            |*  |15 14 37.3210410015 -31 31 08.843368128|     ~| 5.273| 4.918|     ~|     ~|F3III                |  94 |   0
3132|* chi Lup                          |SB*|15 50 57.5382881 -33 37 37.795321      | 3.77 | 3.909| 3.946|     ~|     ~|B9III                | 289 |   0
